user_id,user_type,first_seen_date,country,lifetime_orders
U00070,returning,2025-11-11,US,5
U00071,returning,2025-06-21,CN,1
U00072,new,2025-08-12,AE,0
U00073,new,2025-05-14,JP,0
U00074,returning,2025-02-10,CA,9
U00075,returning,2025-06-29,AR,4
U00076,returning,2025-10-10,JP,9
U00077,returning,2025-06-26,CN,11
U00078,new,2025-07-04,FR,0
U00079,new,2025-09-16,JP,0
U00080,new,2025-01-23,SG,0
U00081,returning,2025-08-18,CA,7
U00082,new,2025-01-07,CA,0
U00083,new,2025-01-17,AU,0
U00084,new,2025-02-04,FR,0
U00085,new,2025-11-26,DE,0
U00086,new,2025-02-24,JP,0
U00087,returning,2025-02-10,ZA,7
U00088,new,2025-10-06,CA,0
U00089,returning,2025-04-03,CN,4
U00090,new,2025-08-29,GB,0
U00091,new,2025-10-10,US,0
U00092,returning,2025-05-10,US,2
U00093,returning,2025-06-21,AU,8
U00094,new,2025-08-16,GB,0
U00095,returning,2025-02-08,US,8
U00096,new,2025-01-14,SG,0
U00097,new,2025-03-22,AU,0
U00098,new,2025-09-11,IT,0
U00099,new,2025-01-16,SG,0
U00100,new,2025-07-19,US,0
U00101,new,2025-12-04,SG,0
U00102,new,2025-09-06,CN,0
U00103,new,2025-12-16,CN,0
U00104,new,2025-07-24,TH,0
U00105,returning,2025-06-10,TH,10
U00106,new,2025-08-17,CA,0
U00107,new,2025-11-29,TH,0
U00108,returning,2025-09-15,CA,8
U00109,new,2025-03-17,ZA,0
U00110,new,2025-07-24,AR,0
U00111,new,2025-09-15,AR,0
U00112,new,2025-01-31,AU,0
U00113,returning,2025-04-21,CN,2
U00114,returning,2025-06-13,IN,8
U00115,new,2025-02-06,IT,0
U00116,returning,2025-05-12,IN,8
U00117,returning,2025-10-20,SG,6
U00118,new,2025-08-19,JP,0
U00119,returning,2025-10-22,AE,2
U00120,new,2025-08-28,IT,0
U00121,returning,2025-03-20,TH,8
U00122,returning,2025-04-01,MX,12
U00123,new,2025-08-20,US,0
U00124,new,2025-03-08,JP,0
U00125,new,2025-05-27,BR,0
U00126,new,2025-03-09,CN,0
U00127,returning,2025-06-11,JP,11
U00128,returning,2025-06-30,FR,1
U00129,new,2025-09-11,TH,0
U00130,new,2025-10-23,AU,0
U00131,new,2025-04-16,CN,0
U00132,new,2025-04-24,JP,0
U00133,new,2025-11-16,CA,0
U00134,new,2025-12-08,US,0
U00135,returning,2025-11-06,AR,2
U00136,new,2025-10-15,TH,0
U00137,new,2025-02-14,CN,0
U00138,returning,2025-10-12,CA,7
U00139,new,2025-01-18,IN,0
U00140,returning,2025-05-30,MX,7
U00141,returning,2025-03-02,CN,1
U00142,new,2025-11-30,GB,0
U00143,new,2025-06-18,CN,0
U00144,new,2025-06-20,ZA,0
U00145,new,2025-03-02,SG,0
U00146,new,2025-05-07,AU,0
U00147,new,2025-04-06,IN,0
U00148,new,2025-08-26,AU,0
U00149,new,2025-03-24,CN,0
U00150,new,2025-12-27,GB,0
U00151,returning,2025-01-18,IT,9
U00152,new,2025-11-04,DE,0
U00153,new,2025-01-17,BR,0
U00154,new,2025-04-02,ZA,0
U00155,returning,2025-08-18,IN,9
U00156,new,2025-02-07,IT,0
U00157,returning,2025-07-11,DE,1
U00158,returning,2025-11-05,AE,2
U00159,new,2025-08-04,JP,0
U00160,returning,2025-05-24,FR,10
U00161,new,2025-10-13,CN,0
U00162,new,2025-05-14,US,0
U00163,new,2025-12-31,TH,0
U00164,new,2025-08-20,SG,0
U00165,new,2025-04-20,GB,0
U00166,returning,2025-10-02,CL,10
U00167,new,2025-04-17,DE,0
U00168,new,2025-11-08,GB,0
U00169,new,2025-02-15,DE,0
U00170,new,2025-08-02,ZA,0
U00171,returning,2025-02-08,SG,11
U00172,new,2025-04-17,CN,0
U00173,new,2025-02-24,US,0
U00174,new,2025-09-22,US,0
U00175,new,2025-10-15,SG,0
U00176,new,2025-06-24,AU,0
U00177,returning,2025-10-11,AU,5
U00178,new,2025-03-31,CA,0
U00179,returning,2025-04-05,JP,9
U00180,new,2026-01-01,BR,0
U00181,new,2025-03-01,TH,0
U00182,new,2025-07-20,AU,0
U00183,returning,2025-04-26,GB,9
U00184,returning,2025-12-23,MX,4
U00185,new,2025-11-05,AE,0
U00186,returning,2025-06-30,CO,11
U00187,returning,2025-07-28,IN,11
U00188,new,2025-09-01,TH,0
U00189,new,2025-12-03,MX,0
U00190,new,2025-08-31,IT,0
U00191,new,2025-03-17,TH,0
U00192,returning,2025-11-22,IN,8
U00193,returning,2025-11-19,ZA,6
U00194,new,2025-04-28,MX,0
U00195,new,2025-11-27,DE,0
U00196,new,2025-04-04,ZA,0
U00197,returning,2025-10-29,AE,6
U00198,returning,2025-10-28,CA,1
U00199,returning,2025-01-29,TH,4
U00200,returning,2025-05-03,IT,8
U00201,new,2025-03-26,IT,0
U00202,new,2025-10-09,CL,0
U00203,new,2025-08-19,IN,0
U00204,returning,2025-04-06,AE,6
U00205,new,2025-02-25,AR,0
U00206,new,2025-05-30,TH,0
U00207,new,2025-09-15,ZA,0
U00208,returning,2025-03-31,SG,9
U00209,new,2025-01-13,AU,0
U00210,new,2025-09-21,DE,0
U00211,new,2025-01-01,CO,0
U00212,returning,2025-07-26,FR,10
U00213,returning,2025-06-11,TH,10
U00214,new,2025-01-23,AE,0
U00215,returning,2025-02-03,SG,8
U00216,new,2025-06-24,CN,0
U00217,new,2025-05-22,SG,0
U00218,returning,2025-04-12,AE,12
U00219,new,2025-05-15,FR,0
U00220,returning,2025-11-01,US,11
U00221,returning,2025-08-28,IT,6
U00222,new,2025-09-08,JP,0
U00223,new,2025-11-30,DE,0
U00224,new,2025-07-12,TH,0
U00225,new,2025-12-22,SG,0
U00226,new,2025-03-06,US,0
U00227,returning,2025-03-24,CN,12
U00228,new,2025-09-06,AU,0
U00229,returning,2025-03-06,GB,8
U00230,new,2025-09-11,CN,0
U00231,returning,2025-12-29,IN,2
U00232,new,2025-11-26,SG,0
U00233,new,2025-01-04,IN,0
U00234,new,2025-02-12,SG,0
U00235,new,2025-12-02,JP,0
U00236,returning,2025-09-06,US,2
U00237,new,2025-11-28,IN,0
U00238,new,2025-12-16,IN,0
U00239,new,2025-07-16,US,0
U00240,new,2025-11-26,TH,0
U00241,returning,2025-04-13,AR,11
U00242,returning,2025-09-02,SG,4
U00243,returning,2025-08-12,JP,1
U00244,new,2025-01-24,BR,0
U00245,new,2025-04-28,AE,0
U00246,returning,2025-09-14,CN,6
U00247,new,2025-03-31,ZA,0
U00248,returning,2025-10-26,AU,6
U00249,returning,2025-03-15,SG,11
U00250,returning,2025-03-12,JP,5
U00251,new,2025-05-04,TH,0
U00252,new,2025-08-30,AR,0
U00253,returning,2025-05-04,IN,9
U00254,new,2025-06-07,CA,0
U00255,new,2025-09-26,AU,0
U00256,new,2025-11-14,JP,0
U00257,returning,2025-11-13,CA,9
U00258,returning,2025-01-29,JP,6
U00259,new,2025-05-26,SG,0
U00260,new,2025-07-04,AU,0
U00261,new,2025-05-30,DE,0
U00262,returning,2025-06-05,AU,12
U00263,new,2025-05-07,CN,0
U00264,new,2025-12-05,US,0
U00265,returning,2025-01-22,AR,2
U00266,returning,2025-02-01,JP,1
U00267,returning,2025-02-05,IT,3
U00268,returning,2025-11-12,SG,8
U00269,new,2025-12-01,AU,0
U00270,new,2025-06-09,IT,0
U00271,returning,2025-07-12,DE,3
U00272,returning,2025-11-07,GB,12
U00273,returning,2025-08-27,IT,12
U00274,returning,2025-09-25,ZA,12
U00275,new,2025-09-26,JP,0
U00276,new,2025-04-02,FR,0
U00277,returning,2025-05-17,DE,7
U00278,new,2025-10-22,TH,0
U00279,returning,2025-05-30,MX,2
U00280,returning,2025-09-30,TH,5
U00281,returning,2025-08-12,CL,10
U00282,new,2025-05-10,JP,0
U00283,new,2025-08-27,DE,0
U00284,new,2025-11-24,AU,0
U00285,new,2025-05-20,SG,0
U00286,new,2025-03-26,IN,0
U00287,new,2025-11-12,CL,0
U00288,new,2025-12-07,US,0
U00289,new,2025-02-02,CA,0
U00290,new,2025-03-31,AE,0
U00291,new,2025-12-25,IT,0
U00292,new,2025-11-15,DE,0
U00293,returning,2025-09-02,US,4
U00294,new,2025-10-08,US,0
U00295,new,2025-06-07,ZA,0
U00296,new,2025-04-28,GB,0
U00297,returning,2025-04-30,SG,4
U00298,new,2025-09-14,CN,0
U00299,new,2025-06-10,SG,0
U00300,new,2025-12-02,US,0
U00301,new,2025-10-09,ZA,0
U00302,new,2025-06-21,US,0
U00303,new,2025-12-31,ZA,0
U00304,new,2025-06-16,AU,0
U00305,returning,2025-08-19,SG,2
U00306,returning,2025-05-14,JP,7
U00307,new,2025-08-08,JP,0
U00308,new,2025-05-30,TH,0
U00309,returning,2025-01-10,AU,4
U00310,new,2025-03-23,AU,0
U00311,new,2025-01-28,TH,0
U00312,new,2025-04-27,CN,0
U00313,new,2025-10-14,MX,0
U00314,returning,2025-09-26,AR,8
U00315,returning,2025-08-03,JP,4
U00316,returning,2025-09-12,SG,12
U00317,new,2025-12-03,IT,0
U00318,new,2025-03-11,CO,0
U00319,new,2025-03-30,GB,0
U00320,new,2025-12-01,CN,0
U00321,new,2025-07-25,IT,0
U00322,returning,2025-12-03,IT,6
U00323,returning,2025-12-07,SG,2
U00324,new,2025-03-08,CL,0
U00325,returning,2025-05-02,US,7
U00326,returning,2025-04-19,CN,1
U00327,new,2025-04-05,CA,0
U00328,new,2025-10-13,GB,0
U00329,new,2025-12-03,SG,0
U00330,new,2025-04-16,JP,0
U00331,new,2025-11-21,FR,0
U00332,returning,2025-09-28,TH,11
U00333,new,2025-11-27,CA,0
U00334,new,2025-03-03,IT,0
U00335,new,2025-11-28,AR,0
U00336,new,2025-01-21,CO,0
U00337,returning,2025-09-03,TH,11
U00338,returning,2025-06-09,CN,10
U00339,new,2025-11-01,BR,0
U00340,new,2025-03-16,US,0
U00341,new,2025-08-28,AU,0
U00342,new,2025-03-11,CO,0
U00343,new,2025-03-03,CA,0
U00344,new,2025-12-12,DE,0
U00345,new,2025-02-18,AR,0
U00346,new,2025-11-21,JP,0
U00347,new,2025-06-01,US,0
U00348,new,2025-01-30,FR,0
U00349,new,2025-03-09,SG,0
U00350,new,2025-03-18,IN,0
U00351,new,2025-04-09,AE,0
U00352,returning,2025-07-24,CL,2
U00353,returning,2025-08-21,IT,8
U00354,new,2025-09-19,JP,0
U00355,new,2025-01-24,JP,0
U00356,new,2025-07-25,SG,0
U00357,new,2025-09-01,DE,0
U00358,new,2025-08-19,AR,0
U00359,returning,2025-06-13,AU,8
U00360,new,2025-10-26,JP,0
U00361,new,2025-01-23,CN,0
U00362,new,2025-02-05,FR,0
U00363,new,2025-08-01,JP,0
U00364,new,2025-05-12,IN,0
U00365,returning,2025-07-24,JP,11
U00366,new,2025-11-25,CL,0
U00367,returning,2025-12-28,CN,10
U00368,returning,2025-05-12,TH,9
U00369,new,2025-02-17,ZA,0
U00370,new,2025-03-19,DE,0
U00371,new,2025-11-11,TH,0
U00372,new,2025-11-25,TH,0
U00373,new,2025-04-01,SG,0
U00374,returning,2025-09-14,ZA,3
U00375,new,2025-04-17,JP,0
U00376,new,2025-08-19,ZA,0
U00377,returning,2025-10-26,CN,8
U00378,new,2025-07-07,TH,0
U00379,returning,2025-11-27,ZA,1
U00380,new,2025-08-29,FR,0
U00381,new,2025-06-26,FR,0
U00382,returning,2025-08-09,JP,9
U00383,new,2025-10-13,IT,0
U00384,returning,2025-05-22,US,12
U00385,returning,2025-03-29,IN,1
U00386,returning,2025-01-06,JP,9
U00387,new,2025-07-31,SG,0
U00388,new,2025-02-22,AR,0
U00389,returning,2025-02-01,CN,7
U00390,returning,2025-04-06,AU,10
U00391,returning,2025-12-28,GB,8
U00392,new,2025-01-25,CN,0
U00393,new,2025-03-24,AU,0
U00394,returning,2025-08-01,CN,9
U00395,new,2025-01-27,AE,0
U00396,returning,2025-11-09,TH,3
U00397,returning,2025-10-25,CA,12
U00398,new,2025-08-19,SG,0
U00399,returning,2025-11-03,SG,10
U00400,returning,2025-11-08,AU,3
U00401,new,2025-03-24,FR,0
U00402,returning,2025-10-14,AR,12
U00403,new,2025-08-15,CO,0
U00404,returning,2025-08-10,FR,3
U00405,new,2025-02-26,TH,0
U00406,returning,2025-09-16,AU,2
U00407,new,2025-07-10,AR,0
U00408,new,2025-09-19,SG,0
U00409,returning,2025-01-15,TH,7
U00410,new,2025-02-11,JP,0
U00411,new,2025-08-19,IN,0
U00412,returning,2025-04-18,IT,11
U00413,returning,2025-04-26,AE,10
U00414,new,2025-08-26,US,0
U00415,new,2025-12-06,US,0
U00416,new,2025-11-15,TH,0
U00417,new,2025-02-11,TH,0
U00418,new,2025-05-30,TH,0
U00419,returning,2025-08-13,JP,10
U00420,returning,2025-12-10,TH,6
U00421,returning,2025-12-31,DE,9
U00422,returning,2025-07-15,IT,7
U00423,new,2025-10-27,AR,0
U00424,new,2025-02-09,SG,0
U00425,new,2025-08-20,SG,0
U00426,new,2025-10-11,CN,0
U00427,new,2025-05-20,CL,0
U00428,returning,2025-03-25,FR,7
U00429,new,2025-01-05,IN,0
U00430,new,2025-05-28,AE,0
U00431,new,2025-03-20,CN,0
U00432,returning,2025-12-28,CA,10
U00433,new,2025-11-05,IN,0
U00434,new,2025-11-24,CA,0
U00435,new,2025-01-13,CN,0
U00436,returning,2025-10-17,AE,12
U00437,new,2025-03-28,FR,0
U00438,returning,2025-12-14,AU,4
U00439,returning,2025-06-26,US,5
U00440,new,2025-03-09,AU,0
U00441,new,2025-03-25,SG,0
U00442,returning,2025-10-18,FR,7
U00443,new,2025-05-26,GB,0
U00444,new,2025-10-28,CO,0
U00445,returning,2025-12-11,CA,6
U00446,returning,2025-07-28,DE,5
U00447,returning,2025-06-29,TH,8
U00448,returning,2025-12-12,CN,3
U00449,new,2025-07-02,JP,0
U00450,new,2025-09-16,GB,0
U00451,returning,2025-01-17,IT,3
U00452,new,2025-08-27,FR,0
U00453,new,2025-01-25,FR,0
U00454,returning,2025-11-10,SG,7
U00455,new,2025-07-04,IN,0
U00456,new,2025-03-21,FR,0
U00457,new,2025-06-07,TH,0
U00458,new,2025-02-18,SG,0
U00459,new,2025-10-14,AR,0
U00460,new,2025-09-02,CO,0
U00461,new,2025-10-10,ZA,0
U00462,new,2025-10-03,FR,0
U00463,returning,2025-06-04,CA,10
U00464,new,2025-12-20,TH,0
U00465,returning,2025-10-02,IT,12
U00466,new,2025-07-15,JP,0
U00467,new,2025-06-05,ZA,0
U00468,returning,2025-01-24,AU,12
U00469,new,2025-08-27,AU,0
U00470,returning,2025-08-18,TH,9
U00471,new,2025-10-12,IN,0
U00472,returning,2025-01-07,TH,5
U00473,new,2025-11-07,CA,0
U00474,returning,2025-06-20,IN,12
U00475,new,2025-12-13,US,0
U00476,returning,2025-05-06,SG,9
U00477,new,2025-09-10,TH,0
U00478,new,2025-09-21,IN,0
U00479,returning,2025-05-11,ZA,6
U00480,new,2025-07-06,IT,0
U00481,new,2025-07-29,AU,0
U00482,returning,2025-09-07,IT,12
U00483,new,2025-09-09,SG,0
U00484,new,2025-12-20,AE,0
U00485,new,2025-01-29,IN,0
U00486,returning,2025-09-25,CL,12
U00487,new,2025-06-11,FR,0
U00488,new,2025-07-17,IN,0
U00489,returning,2025-08-12,CN,9
U00490,returning,2025-11-27,BR,11
U00491,new,2025-08-12,GB,0
U00492,new,2025-07-06,AE,0
U00493,new,2025-02-07,CN,0
U00494,new,2025-04-16,IT,0
U00495,new,2025-06-11,JP,0
U00496,new,2025-01-19,TH,0
U00497,new,2025-04-02,CN,0
U00498,new,2025-07-16,AU,0
U00499,returning,2025-12-18,CN,4
U00500,returning,2025-11-03,IN,4
U00501,returning,2025-08-21,JP,4
U00502,new,2025-10-02,US,0
U00503,new,2025-03-10,FR,0
U00504,returning,2025-08-19,JP,10
U00505,returning,2025-12-13,TH,12
U00506,new,2025-11-07,DE,0
U00507,returning,2025-03-02,JP,5
U00508,returning,2025-05-24,TH,11
U00509,returning,2025-07-09,FR,6
U00510,returning,2025-07-25,SG,11
U00511,new,2025-05-23,GB,0
U00512,new,2025-02-25,MX,0
U00513,returning,2025-04-15,AU,3
U00514,returning,2025-11-03,IN,12
U00515,new,2025-06-18,CA,0
U00516,new,2025-03-12,ZA,0
U00517,new,2025-09-26,ZA,0
U00518,returning,2025-08-24,ZA,11
U00519,returning,2025-12-10,GB,3
U00520,new,2025-01-04,IN,0
U00521,new,2025-05-23,AU,0
U00522,new,2026-01-01,CN,0
U00523,returning,2025-04-10,IN,9
U00524,returning,2025-04-01,SG,9
U00525,returning,2025-01-15,JP,12
U00526,new,2025-01-23,US,0
U00527,new,2025-09-23,IN,0
U00528,new,2025-06-29,CA,0
U00529,new,2025-05-26,SG,0
U00530,returning,2025-11-27,IT,11
U00531,returning,2025-01-26,JP,6
U00532,returning,2025-07-16,GB,12
U00533,returning,2025-02-16,IN,2
U00534,new,2025-07-25,ZA,0
U00535,returning,2025-01-27,DE,6
U00536,returning,2025-10-30,CA,9
U00537,returning,2025-08-01,GB,8
U00538,new,2025-04-17,AU,0
U00539,new,2025-07-27,JP,0
U00540,new,2025-01-25,SG,0
U00541,returning,2025-06-06,CA,10
U00542,new,2025-07-18,IN,0
U00543,new,2025-06-09,AU,0
U00544,returning,2025-01-10,AU,10
U00545,new,2025-08-03,CN,0
U00546,new,2025-03-24,CA,0
U00547,new,2025-10-28,GB,0
U00548,returning,2025-09-25,US,11
U00549,new,2025-05-31,FR,0
U00550,returning,2025-01-26,GB,12
U00551,new,2025-06-21,IT,0
U00552,returning,2025-01-20,TH,7
U00553,new,2025-10-04,CO,0
U00554,new,2025-02-20,CN,0
U00555,returning,2025-03-16,AU,11
U00556,new,2025-07-31,AE,0
U00557,new,2025-06-08,GB,0
U00558,new,2025-03-27,AE,0
U00559,returning,2026-01-01,IT,12
U00560,new,2025-07-30,IN,0
U00561,returning,2025-08-08,TH,9
U00562,new,2025-09-16,CL,0
U00563,new,2025-05-26,IT,0
U00564,new,2025-03-11,IT,0
U00565,new,2025-02-25,MX,0
U00566,new,2025-01-31,US,0
U00567,new,2025-07-21,IN,0
U00568,new,2025-05-08,AE,0
U00569,returning,2025-05-20,AU,5
U00570,new,2025-05-20,AR,0
U00571,new,2025-01-21,AR,0
U00572,returning,2025-09-14,CA,7
U00573,new,2025-04-15,AU,0
U00574,new,2025-05-04,IN,0
U00575,returning,2025-10-07,IN,1
U00576,returning,2025-01-29,GB,9
U00577,new,2025-11-19,IN,0
U00578,returning,2025-08-09,CL,2
U00579,new,2025-04-13,BR,0
U00580,new,2025-01-27,SG,0
U00581,new,2025-02-11,US,0
U00582,returning,2025-02-18,TH,1
U00583,new,2025-07-14,AU,0
U00584,new,2025-11-15,IN,0
U00585,new,2025-09-03,SG,0
U00586,new,2025-01-22,US,0
U00587,new,2025-07-27,SG,0
U00588,new,2025-09-08,SG,0
U00589,new,2025-09-22,MX,0
U00590,new,2025-10-18,IN,0
U00591,new,2025-12-20,TH,0
U00592,new,2025-12-09,JP,0
U00593,new,2025-08-29,CA,0
U00594,new,2025-05-03,AR,0
U00595,returning,2025-02-23,TH,7
U00596,new,2025-11-25,JP,0
U00597,returning,2025-05-13,TH,3
U00598,new,2025-06-03,IN,0
U00599,new,2025-02-13,IN,0
U00600,new,2025-03-13,AE,0
U00601,new,2025-09-24,IT,0
U00602,new,2025-01-10,TH,0
U00603,new,2025-06-19,GB,0
U00604,new,2025-04-23,IN,0
U00605,new,2025-06-11,US,0
U00606,new,2025-08-30,CN,0
U00607,new,2025-10-18,AU,0
U00608,new,2025-01-31,AU,0
U00609,new,2025-01-14,SG,0
U00610,returning,2025-12-30,SG,1
U00611,new,2025-11-08,CA,0
U00612,returning,2025-05-29,IN,11
U00613,new,2025-09-11,AU,0
U00614,new,2025-10-03,FR,0
U00615,returning,2025-01-10,SG,1
U00616,returning,2025-04-11,AU,4
U00617,new,2025-05-09,AU,0
U00618,new,2025-12-07,FR,0
U00619,returning,2025-03-22,CN,5
U00620,returning,2025-08-27,DE,3
U00621,new,2025-10-31,CA,0
U00622,new,2025-05-13,BR,0
U00623,new,2025-10-25,AU,0
U00624,new,2025-05-09,ZA,0
U00625,new,2025-01-25,US,0
U00626,new,2025-04-05,AU,0
U00627,new,2025-03-21,SG,0
U00628,returning,2025-03-03,TH,5
U00629,new,2025-07-23,JP,0
U00630,new,2025-05-20,CA,0
U00631,returning,2025-02-22,AE,11
U00632,returning,2025-04-18,CN,5
U00633,new,2025-05-28,DE,0
U00634,new,2025-03-27,DE,0
U00635,new,2025-05-18,DE,0
U00636,new,2025-10-12,US,0
U00637,new,2025-05-03,CN,0
U00638,new,2025-05-16,AU,0
U00639,new,2025-08-22,US,0
U00640,new,2025-08-28,US,0
U00641,new,2025-02-09,CN,0
U00642,new,2025-08-13,AU,0
U00643,new,2025-04-10,TH,0
U00644,new,2025-04-28,TH,0
U00645,new,2025-02-15,CN,0
U00646,returning,2025-09-01,IT,3
U00647,new,2025-08-14,US,0
U00648,returning,2025-05-21,AE,1
U00649,returning,2025-11-23,CN,12
U00650,new,2025-01-01,CN,0
U00651,new,2025-08-08,AE,0
U00652,new,2025-09-03,IN,0
U00653,new,2025-08-15,DE,0
U00654,returning,2025-07-14,TH,5
U00655,new,2025-07-22,GB,0
U00656,new,2025-03-31,GB,0
U00657,new,2025-11-21,IN,0
U00658,new,2025-10-23,AU,0
U00659,new,2025-10-16,AR,0
U00660,new,2025-09-05,CN,0
U00661,new,2025-06-19,DE,0
U00662,returning,2025-01-11,CA,4
U00663,new,2025-10-15,AU,0
U00664,new,2025-01-05,CN,0
U00665,new,2025-09-14,CN,0
U00666,new,2025-11-30,ZA,0
U00667,new,2025-06-03,IN,0
U00668,new,2025-06-07,AU,0
U00669,new,2025-07-16,US,0
U00670,new,2025-03-30,AE,0
U00671,new,2025-05-08,AU,0
U00672,returning,2025-06-03,IT,9
U00673,new,2025-12-01,IN,0
U00674,new,2025-09-18,TH,0
U00675,new,2025-05-31,CO,0
U00676,returning,2025-06-16,US,1
U00677,new,2025-03-08,CN,0
U00678,new,2025-01-10,DE,0
U00679,returning,2025-12-22,AE,6
U00680,returning,2025-03-13,DE,8
U00681,returning,2025-06-21,FR,2
U00682,new,2025-05-02,JP,0
U00683,new,2025-12-29,BR,0
U00684,returning,2025-07-05,FR,10
U00685,returning,2025-08-02,GB,11
U00686,new,2025-06-16,AE,0
U00687,new,2025-06-01,JP,0
U00688,new,2025-04-01,BR,0
U00689,returning,2025-03-28,GB,12
U00690,new,2025-02-27,IN,0
U00691,new,2025-09-11,FR,0
U00692,new,2025-04-27,GB,0
U00693,new,2025-09-11,IN,0
U00694,new,2025-08-15,CN,0
U00695,new,2025-05-23,AE,0
U00696,new,2025-04-28,IT,0
U00697,new,2025-12-18,SG,0
U00698,new,2025-06-16,SG,0
U00699,new,2025-07-13,CL,0
U00700,new,2025-01-24,IT,0
U00701,new,2025-01-19,IT,0
U00702,new,2025-06-08,TH,0
U00703,new,2025-10-09,CN,0
U00704,new,2025-05-07,FR,0
U00705,new,2025-10-28,BR,0
U00706,returning,2025-02-17,IT,9
U00707,new,2025-04-03,AU,0
U00708,returning,2025-12-19,CA,4
U00709,new,2025-06-14,IN,0
U00710,returning,2025-03-04,BR,12
U00711,returning,2025-03-19,DE,11
U00712,new,2025-01-27,AR,0
U00713,new,2025-12-19,SG,0
U00714,new,2025-11-20,CO,0
U00715,new,2025-02-06,IN,0
U00716,returning,2025-05-27,IT,9
U00717,returning,2025-10-24,DE,7
U00718,returning,2025-05-10,IT,4
U00719,new,2025-09-30,CA,0
U00720,returning,2025-12-07,GB,9
U00721,returning,2025-08-21,CA,12
U00722,new,2025-06-21,SG,0
U00723,new,2025-07-18,ZA,0
U00724,returning,2025-09-15,GB,5
U00725,new,2025-05-14,GB,0
U00726,returning,2025-07-18,IN,12
U00727,new,2025-07-13,DE,0
U00728,returning,2025-06-21,CA,11
U00729,new,2025-08-12,DE,0
U00730,new,2025-05-31,MX,0
U00731,new,2025-08-25,AU,0
U00732,returning,2025-11-21,TH,1
U00733,returning,2025-05-06,IN,7
U00734,new,2025-12-23,JP,0
U00735,new,2025-03-31,IN,0
U00736,returning,2025-12-06,IN,7
U00737,new,2025-07-06,CN,0
U00738,returning,2025-09-09,IT,7
U00739,new,2025-02-03,US,0
U00740,new,2025-11-27,SG,0
U00741,new,2025-02-02,AU,0
U00742,new,2025-12-12,CN,0
U00743,returning,2025-12-17,AU,11
U00744,new,2025-08-28,CL,0
U00745,new,2025-09-21,DE,0
U00746,returning,2025-12-22,IN,6
U00747,new,2025-02-17,IN,0
U00748,new,2025-10-15,AR,0
U00749,returning,2025-09-01,CL,9
U00750,new,2025-10-29,IN,0
U00751,new,2025-05-04,FR,0
U00752,returning,2025-01-24,ZA,1
U00753,new,2025-11-04,CA,0
U00754,new,2025-03-19,ZA,0
U00755,new,2025-09-12,BR,0
U00756,returning,2025-05-08,TH,1
U00757,new,2025-01-08,IN,0
U00758,new,2025-08-23,SG,0
U00759,returning,2025-06-27,SG,12
U00760,returning,2025-10-08,TH,5
U00761,new,2025-02-25,ZA,0
